Word,WordRaw,British,American,MeaningRaw,Book,Grade,Semester,SourceFile,SourceRow
pen pal,pen pal,[ˈpen pæl],[ˈpen pæl],"abbr. (=pen-friend)
n. 笔友",6年级上,6,上,人教版一年级起点六年级上.xlsx,99
broken,broken,[ˈbrəʊkən],[ˈbroʊkən],"v. 折断；打碎；损坏（break的过去分词）
adj. 破碎的；坏掉的",6年级上,6,上,人教版一年级起点六年级上.xlsx,100
pity,pity,[ˈpɪti],[ˈpɪti],"n. 怜悯，同情；遗憾
vt. 对……表示怜悯；对……感到同情",6年级上,6,上,人教版一年级起点六年级上.xlsx,101
prize,prize,[praɪz],[praɪz],"n. 奖品；奖赏；战利品
adj. 获奖的
vt. 珍视；捕获；估价",6年级上,6,上,人教版一年级起点六年级上.xlsx,102
look forward to,look forward to,,,na. 盼望,6年级上,6,上,人教版一年级起点六年级上.xlsx,103
live,live,[lɪv; laɪv],[lɪv; laɪv],"adj. 活的；生动的；实况转播的；精力充沛的
vt. 经历；度过
vi. 活；居住；生存",6年级下,6,下,人教版一年级起点六年级下.xlsx,2
quite,quite,[kwaɪt],[kwaɪt],adv. 很；相当；完全,6年级下,6,下,人教版一年级起点六年级下.xlsx,3
scarf,scarf,[skɑːf],[skɑːrf],"n. 围巾；嵌接，嵌接处；头巾领巾
vt. 披嵌接；用围巾围",6年级下,6,下,人教版一年级起点六年级下.xlsx,4
airport,airport,[ˈeəpɔːt],[ˈerpɔːrt],n. 机场；航空站,6年级下,6,下,人教版一年级起点六年级下.xlsx,5
pupil,pupil,[ˈpjuːp(ə)l],[ˈpjuːpl],n. 学生；[解剖] 瞳孔；未成年人,6年级下,6,下,人教版一年级起点六年级下.xlsx,6
arrive,arrive,[əˈraɪv],[əˈraɪv],vi. 到达；成功；达成；出生,6年级下,6,下,人教版一年级起点六年级下.xlsx,7
meet,meet,[miːt],[miːt],"vt. 满足；遇见；对付
vi. 相遇；接触
n. 集会
adj. 合适的；适宜的",6年级下,6,下,人教版一年级起点六年级下.xlsx,8
wardrobe,wardrobe,[ˈwɔːdrəʊb],[ˈwɔːrdroʊb],n. 衣柜；行头；全部戏装,6年级下,6,下,人教版一年级起点六年级下.xlsx,9
show ... around,show ... around,,,v. 带…参观,6年级下,6,下,人教版一年级起点六年级下.xlsx,10
Queen's Park,Queen's Park,,,皇后公园；女王公园；女王公园酒店,6年级下,6,下,人教版一年级起点六年级下.xlsx,11
art gallery,art gallery,,,n. 美术馆；艺术展览馆,6年级下,6,下,人教版一年级起点六年级下.xlsx,12
public library,public library,,,na. 公立[公共]图书馆,6年级下,6,下,人教版一年级起点六年级下.xlsx,13
downtown,downtown,[ˌdaʊnˈtaʊn],[ˌdaʊnˈtaʊn],"n. 市中心区；三分线以外
adj. 市中心的
adv. 往闹市区；在市区",6年级下,6,下,人教版一年级起点六年级下.xlsx,14
Lake Ontario,Lake Ontario,,,n. 安大略湖,6年级下,6,下,人教版一年级起点六年级下.xlsx,15
stadium,stadium,[ˈsteɪdiəm],[ˈsteɪdiəm],n. 体育场；露天大型运动场,6年级下,6,下,人教版一年级起点六年级下.xlsx,16
volunteer,volunteer,[ˌvɒlənˈtɪə(r)],[ˌvɑːlənˈtɪr],"n. 志愿者；志愿兵
adj. 志愿的
vt. 自愿
vi. 自愿",6年级下,6,下,人教版一年级起点六年级下.xlsx,17
sandwich,sandwich,[ˈsænwɪtʃ; ˈsænwɪdʒ],[ˈsænwɪtʃ; ˈsænwɪdʒ],"n. 三明治；夹心面包
vt. 夹入；挤进；把...做成三明治",6年级下,6,下,人教版一年级起点六年级下.xlsx,18
top,top,[tɒp],[tɑːp],"n. 顶部，顶端；上部；首席；陀螺
adj. 最高的，顶上的；头等的
vt. 超越，超过；给…加盖；达到…的顶端
vi. 高出，超越；结束；达到顶点",6年级下,6,下,人教版一年级起点六年级下.xlsx,19
habit,habit,[ˈhæbɪt],[ˈhæbɪt],"n. 习惯，习性；嗜好
vt. 使穿衣",6年级下,6,下,人教版一年级起点六年级下.xlsx,20
idea,idea,[aɪˈdɪə],[aɪˈdiːə],n. 想法；主意；概念,6年级下,6,下,人教版一年级起点六年级下.xlsx,21
less,less,[les],[les],"adv. 较少地；较小地；更小地
adj. 较少的；较小的
prep. 减去
n. 较少；较小",6年级下,6,下,人教版一年级起点六年级下.xlsx,22
at least,at least,,,na. 至少,6年级下,6,下,人教版一年级起点六年级下.xlsx,23
talk about,talk about,,,na. 讲(某事),6年级下,6,下,人教版一年级起点六年级下.xlsx,24
hockey,hockey,[ˈhɒki],[ˈhɑːki],n. 曲棍球；冰球,6年级下,6,下,人教版一年级起点六年级下.xlsx,25
together,together,[təˈɡeðə(r)],[təˈɡeðər],"adj. 新潮的；情绪稳定的，做事有效率的
adv. 一起；同时；相互；连续地；总共",6年级下,6,下,人教版一年级起点六年级下.xlsx,26
special,special,[ˈspeʃ(ə)l],[ˈspeʃl],"n. 特使，特派人员；特刊；特色菜；专车；特价商品
adj. 特别的；专门的，专用的",6年级下,6,下,人教版一年级起点六年级下.xlsx,27
beaver,beaver,[ˈbiːvə(r)],[ˈbiːvər],n. 海狸；海狸皮毛,6年级下,6,下,人教版一年级起点六年级下.xlsx,28
raccoon,raccoon,[rəˈkuːn],[ræˈkuːn],n. 浣熊；浣熊毛皮,6年级下,6,下,人教版一年级起点六年级下.xlsx,29
moose,moose,[muːs],[muːs],"n. [脊椎] 驼鹿；麋
[ 复数 moose ]",6年级下,6,下,人教版一年级起点六年级下.xlsx,30
countryside,countryside,[ˈkʌntrisaɪd],[ˈkʌntrisaɪd],n. 农村，乡下；乡下的全体居民,6年级下,6,下,人教版一年级起点六年级下.xlsx,31
Thanksgiving,Thanksgiving,,,n. 感恩,6年级下,6,下,人教版一年级起点六年级下.xlsx,32
roast turkey,roast turkey,,,n. 【食】烤火鸡,6年级下,6,下,人教版一年级起点六年级下.xlsx,33
squirrel,squirrel,[ˈskwɪrəl],[ˈskwɜːrəl],"n. 松鼠；松鼠毛皮
vt. 贮藏",6年级下,6,下,人教版一年级起点六年级下.xlsx,34
swan,swan,[swɒn],[swɑːn],"n. 天鹅；天鹅星座
vi. 游荡，闲荡",6年级下,6,下,人教版一年级起点六年级下.xlsx,35
wild goose,wild goose,,,na. 【鸟】雁,6年级下,6,下,人教版一年级起点六年级下.xlsx,36
frog,frog,[frɒɡ],[frɑːɡ],"n. 青蛙；[铁路] 辙叉；饰扣
vi. 捕蛙",6年级下,6,下,人教版一年级起点六年级下.xlsx,37
English-Chinese dictionary,English-Chinese dictionary,,,英汉字典；辞典；氏英字典,6年级下,6,下,人教版一年级起点六年级下.xlsx,38
shopping centre,shopping centre,,,n. 购物中心（集中一批商店，有时在同一建筑物内）,6年级下,6,下,人教版一年级起点六年级下.xlsx,39
shopping mall,shopping mall,,,un. 商业区林荫路,6年级下,6,下,人教版一年级起点六年级下.xlsx,40
amazing,amazing,[əˈmeɪzɪŋ],[əˈmeɪzɪŋ],"adj. 令人惊异的
v. 使吃惊（amaze的ing形式）",6年级下,6,下,人教版一年级起点六年级下.xlsx,41
hot pot,hot pot,,,na. 〈英〉马铃薯炖牛[羊]肉,6年级下,6,下,人教版一年级起点六年级下.xlsx,42
